parameter1,parameter2,criteria1,criteria2,constraint1,constraint2
65.989,70.723,136.712,2033.22,1,1
53.344,99.658,153.002,22261.7,0,1
28.198,69.796,97.994,12806.2,0,1
18.136,59.941,78.077,10254.2,0,1
78.31,57.988,136.298,-8701.73,1,0
81.631,71.686,153.317,-4790.1,1,0
48.16,38.809,86.969,-2554.89,1,0
54.865,63.1,117.965,3051.87,1,1
22.411,48.142,70.553,5703.24,0,1
71.524,75.16,146.684,1675.55,1,1
95.149,42.463,137.612,-22777.3,1,0
34.039,94.546,128.585,24442.5,0,1
20.827,91.513,112.34,24947,0,1
54.343,24.229,78.572,-7433.38,1,0
15.742,27.883,43.625,1663.95,0,1
28.999,38.908,67.907,2113.95,1,1
88.606,72.352,160.958,-8219.07,1,0
38.566,73.972,112.538,12517.7,0,1
42.148,46.702,88.85,1271.16,1,1
91.081,77.626,168.707,-7131.27,1,0
61.858,72.712,134.57,4588.68,1,1
16.489,10.018,26.507,-538.867,1,0
11.521,28.522,40.043,2138.71,0,1
30.286,81.1,111.386,17781.3,0,1
33.832,91.81,125.642,22884.8,0,1
56.26,28.99,85.25,-7303.47,1,0
91.45,47.467,138.917,-19195.1,1,0
23.536,69.445,92.981,13410.4,0,1
38.989,35.047,74.036,-916.874,1,0
50.842,11.899,62.741,-7675.92,1,0
20.107,69.85,89.957,14057.8,0,1
40.807,98.713,139.52,25381.1,0,1
42.202,36.541,78.743,-1400.41,1,0
39.862,41.518,81.38,423.378,1,1
73.243,30.943,104.186,-13845.2,1,0
76.312,92.269,168.581,8451.03,1,1
60.832,82.801,143.633,9913.21,1,1
59.455,29.521,88.976,-8367.34,1,0
11.323,79.741,91.064,19573.4,0,1
10.63,92.332,102.962,26427.7,0,1
38.728,24.058,62.786,-2893.63,1,0
21.322,87.346,108.668,22540,0,1
28.702,92.026,120.728,24017.4,0,1
56.791,57.691,114.482,323.69,1,1
84.25,97.642,181.892,7652.6,1,1
26.758,94.357,121.115,25721,0,1
67.492,24.742,92.234,-12387.3,1,0
60.238,66.862,127.1,2644.94,1,1
51.283,90.1,141.383,17241.3,0,1
65.548,81.703,147.251,7473.35,1,1
78.22,41.86,120.08,-13716.5,1,0
73.972,39.052,113.024,-12399.2,1,0
81.838,33.436,115.274,-17528.5,1,0
25.741,50.329,76.07,5876.06,0,1
70.345,26.371,96.716,-13361.2,1,0
42.661,99.073,141.734,25118.6,0,1
40.438,21.151,61.589,-3731.79,1,0
86.419,59.14,145.559,-12474.3,1,0
13.186,43.219,56.405,5321.89,0,1
73.999,54.604,128.603,-7835.93,1,0
98.029,57.925,155.954,-19648.7,1,0
48.961,65.521,114.482,5955.9,1,1
39.835,99.199,139.034,25929.5,0,1
89.551,81.127,170.678,-4516.96,1,0
56.476,55.099,111.575,-482.67,1,0
62.83,34.696,97.526,-8619.89,1,0
86.959,93.97,180.929,3985.09,1,1
30.916,68.797,99.713,11866.5,0,1
27.406,46.657,74.063,4479.24,0,1
19.135,87.76,106.895,23045.7,0,1
63.037,18.964,82.001,-11353.8,1,0
54.001,60.643,114.644,2392.21,1,1
30.124,40.429,70.553,2284.09,1,1
76.951,90.478,167.429,7115.12,1,1
40.816,18.118,58.934,-4202.46,1,0
45.082,38.845,83.927,-1644.48,1,0
33.211,84.043,117.254,18724.7,0,1
61.534,63.055,124.589,595.331,1,1
50.41,51.085,101.495,215.228,1,1
44.182,96.886,141.068,23357.3,0,1
96.184,64.18,160.364,-16123.6,1,0
88.75,50.311,139.061,-16793,1,0
58.15,19.666,77.816,-9408.04,1,0
19.117,42.733,61.85,4588.77,0,1
56.332,85.42,141.752,12953.7,1,1
30.493,19.369,49.862,-1742.53,1,0
61.552,41.662,103.214,-6449.46,1,0
37.18,81.676,118.856,16614.7,0,1
72.091,71.299,143.39,-356.775,1,0
72.154,70.075,142.229,-928.95,1,0
79.417,17.236,96.653,-18880.9,1,0
98.92,12.628,111.548,-30240,1,0
58.447,60.454,118.901,749.692,1,1
32.851,66.034,98.885,10308.5,0,1
68.707,67.033,135.74,-713.86,1,0
30.088,64.891,94.979,10384.7,0,1
88.381,18.847,107.228,-23423.7,1,0
15.211,46.54,61.751,6077.72,0,1
28.513,81.496,110.009,18311.1,0,1
79.273,74.845,154.118,-2143.93,1,0
34.084,66.934,101.018,10425.2,0,1
51.382,85.636,137.018,14744.8,1,1
98.596,78.562,177.158,-11150.1,1,0
67.321,37.864,105.185,-9734.02,1,0
17.029,96.643,113.672,28431,0,1
65.107,53.614,118.721,-4286.58,1,0
71.056,64.036,135.092,-2979.32,1,0
56.251,29.503,85.754,-7206.02,1,0
81.658,46.27,127.928,-14222.4,1,0
52.705,50.374,103.079,-754.853,1,0
13.312,72.802,86.114,16094.1,0,1
72.433,58.861,131.294,-5598.07,1,0
81.649,44.812,126.461,-14634.9,1,0
95.401,10.162,105.563,-28268.3,1,0
26.308,41.842,68.15,3325.82,1,1
42.184,50.392,92.576,2387.18,1,1
65.944,83.566,149.51,8277.04,1,1
93.205,31.717,124.922,-24131.2,1,0
29.305,27.694,56.999,-288.478,1,0
26.749,36.334,63.083,1899.57,1,1
24.337,81.856,106.193,19189.2,0,1
79.957,85.393,165.35,2823.8,1,1
13.06,93.376,106.436,26855.9,0,1
72.073,51.895,123.968,-7858.46,1,0
39.646,24.778,64.424,-3009.19,1,0
59.437,10.126,69.563,-10776.4,1,0
87.58,31.87,119.45,-20905.9,1,0
58.996,69.229,128.225,4122.17,1,1
66.691,21.565,88.256,-12511.8,1,0
36.568,50.167,86.735,3705.54,1,1
20.584,68.752,89.336,13518.7,0,1
57.736,43.696,101.432,-4473.96,1,0
52.318,50.941,103.259,-446.696,1,0
32.581,38.791,71.372,1392.42,1,1
68.635,49.33,117.965,-7154.39,1,0
65.134,82.972,148.106,8299.82,1,1
31.195,12.259,43.454,-2585.04,1,0
35.542,91.423,126.965,22289.4,0,1
62.803,97.615,160.418,17544.1,1,1
43.318,59.617,102.935,5270.77,1,1
22.393,92.755,115.148,25453.3,0,1
59.752,67.15,126.902,2949.39,1,1
81.802,75.916,157.718,-2916.43,1,0
93.547,15.661,109.208,-26721.7,1,0
54.649,30.115,84.764,-6533.26,1,0
55.828,32.401,88.229,-6493.49,1,0
56.035,13.564,69.599,-9286.36,1,0
66.106,98.362,164.468,16666.4,1,1
54.505,88.687,143.192,15376.8,1,1
94.321,80.308,174.629,-7687.72,1,0
38.026,26.623,64.649,-2315.96,1,0
30.457,26.389,56.846,-726.492,1,0
28.882,55.999,84.881,7231.06,0,1
74.98,48.853,123.833,-10164.3,1,0
20.782,18.307,39.089,-303.934,1,0
98.479,33.175,131.654,-27009.9,1,0
68.23,25.399,93.629,-12598.5,1,0
57.493,17.2,74.693,-9454.95,1,0
91.315,51.049,142.364,-18009,1,0
22.861,13.132,35.993,-1100.11,1,0
38.332,35.866,74.198,-574.824,1,0
35.542,84.376,119.918,18397.4,0,1
39.43,91.648,131.078,21503,0,1
49.906,51.112,101.018,382.733,1,1
47.503,44.227,91.73,-944.072,1,0
31.42,42.697,74.117,2625.8,1,1
60.859,19.045,79.904,-10496.4,1,0
26.254,46.909,73.163,4747.52,0,1
65.044,91.243,156.287,12863.4,1,1
85.771,75.826,161.597,-5048.8,1,0
66.718,51.418,118.136,-5678.37,1,0
66.178,34.948,101.126,-9921.67,1,0
66.817,80.839,147.656,6504.46,1,1
42.157,25.3,67.457,-3572.38,1,0
31.888,22.186,54.074,-1648.16,1,0
85.6,27.397,112.997,-20661.5,1,0
48.052,21.142,69.194,-5849.68,1,0
11.773,44.659,56.432,5830.24,0,1
69.958,51.679,121.637,-6985.03,1,0
85.771,17.47,103.241,-22152.8,1,0
53.074,74.359,127.433,8521.29,1,1
17.335,13.933,31.268,-334.183,1,0
83.413,33.598,117.011,-18312,1,0
18.019,15.625,33.644,-253.036,1,0
24.841,60.958,85.799,9735.18,0,1
48.628,48.727,97.355,30.2791,1,1
12.376,14.806,27.182,207.509,1,1
73.675,36.361,110.036,-12899,1,0
52.813,73,125.813,7978.98,1,1
18.829,74.71,93.539,16421.3,0,1
52.363,94.429,146.792,19399.2,0,1
92.107,90.415,182.522,-970.209,1,0
15.58,61.048,76.628,10945.7,0,1
35.074,42.706,77.78,1864.9,1,1
12.727,78.013,90.74,18611,0,1
17.344,55.801,73.145,8837.1,0,1
19.549,24.688,44.237,714.191,1,1
26.911,60.13,87.041,9083.65,0,1
48.286,92.098,140.384,19322.4,0,1
65.755,30.295,96.05,-10700.1,1,0
53.056,14.383,67.439,-8193.49,1,0
36.19,22.6,58.79,-2509.99,1,0
76.357,67.033,143.39,-4200.21,1,0
16.129,29.179,45.308,1857.53,0,1
40.042,24.958,65,-3080.21,1,0
61.057,49.573,110.63,-3991.31,1,0
19.387,20.332,39.719,117.918,1,1
97.156,82.135,179.291,-8460.72,1,0
71.38,32.239,103.619,-12741.5,1,0
24.85,41.275,66.125,3412.09,1,1
67.42,89.362,156.782,10807.4,1,1
54.244,76.969,131.213,9367.65,1,1
14.05,71.155,85.205,15285.8,0,1
94.267,19.504,113.771,-26722,1,0
30.421,60.031,90.452,8414.08,0,1
96.967,73.477,170.444,-12578.1,1,0
31.582,33.157,64.739,320.329,1,1
53.245,65.116,118.361,4414.14,1,1
90.199,59.374,149.573,-14484.6,1,0
51.463,87.409,138.872,15682.5,0,1
41.5,12.52,54.02,-4918.16,1,0
36.982,18.064,55.046,-3271.53,1,0
80.02,34.138,114.158,-16455,1,0
90.199,51.4,141.599,-17259.6,1,0
23.545,72.217,95.762,14642.7,0,1
82.675,48.142,130.817,-14192.2,1,0
28.756,94.087,122.843,25212.7,0,1
82.279,32.806,115.085,-17887,1,0
65.251,76.555,141.806,5035.89,1,1
99.487,85.672,185.159,-8036.1,1,0
36.586,96.454,133.04,25022.3,0,1
26.326,25.336,51.662,-160.678,1,0
29.62,36.739,66.359,1484.12,1,1
80.452,76.987,157.439,-1713.82,1,0
86.122,89.083,175.205,1629.8,1,1
64.396,84.79,149.186,9558.29,1,1
91.603,58.546,150.149,-15593.2,1,0
92.854,38.791,131.645,-22359.1,1,0
82.684,50.23,132.914,-13551.5,1,0
80.191,63.406,143.597,-7572.1,1,0
79.615,30.034,109.649,-17079.3,1,0
11.548,98.371,109.919,29981.8,0,1
24.13,83.827,107.957,20246.7,0,1
31.186,46.549,77.735,3751.82,1,1
60.382,30.673,91.055,-8498.49,1,0
89.389,54.136,143.525,-15895.5,1,0
84.295,72.883,157.178,-5635.12,1,0
69.481,71.083,140.564,707.435,1,1
99.631,17.101,116.732,-30265.8,1,0
48.07,52.921,100.991,1539.09,1,1
96.193,12.466,108.659,-28581.2,1,0
94.879,54.964,149.843,-18789.8,1,0
61.012,87.742,148.754,12491.6,1,1
50.932,10.873,61.805,-7778.1,1,0
37.972,31.123,69.095,-1486.7,1,0
31.447,17.587,49.034,-2135.06,1,0
18.334,32.995,51.329,2364.16,0,1
73.135,89.632,162.767,8435.7,1,1
73.99,94.321,168.311,10750.3,1,1
93.349,34.381,127.73,-23662.4,1,0
82.162,49.906,132.068,-13383.1,1,0
45.685,66.457,112.142,7318.07,1,1
22.798,72.334,95.132,14804.6,0,1
37.549,79.597,117.146,15474.7,0,1
46.612,42.787,89.399,-1074.27,1,0
89.686,99.973,189.659,6129.32,1,1
45.262,84.565,129.827,16030.3,0,1
54.937,63.442,118.379,3163,1,1
72.307,95.869,168.176,12448.8,1,1
31.483,67.447,98.93,11177.5,0,1
84.169,52.93,137.099,-13454.9,1,0
42.211,59.671,101.882,5588.45,1,1
43.093,15.346,58.439,-5094.11,1,0
16.471,17.092,33.563,65.479,1,1
66.835,99.82,166.655,17269.7,1,1
41.473,16.165,57.638,-4582.65,1,0
49.726,44.326,94.052,-1595.55,1,0
72.622,29.692,102.314,-13798.9,1,0
16.669,67.339,84.008,13372.8,0,1
66.457,53.281,119.738,-4956.39,1,0
10.135,56.143,66.278,9579.72,0,1
53.254,12.565,65.819,-8413.53,1,0
40.717,65.359,106.076,8211.89,1,1
33.175,70.192,103.367,12020.8,0,1
28.405,54.667,83.072,6853.81,0,1
94.816,69.742,164.558,-12962.6,1,0
64.765,37.027,101.792,-8870.31,1,0
29.413,97.867,127.28,27372.1,0,1
99.541,35.884,135.425,-27082.9,1,0
14.959,33.544,48.503,2831.92,0,1
92.872,13.6,106.472,-26515.8,1,0
39.709,99.766,139.475,26315.4,0,1
47.926,69.499,117.425,7958.31,1,1
29.467,21.763,51.23,-1239.91,1,0
36.847,85.924,122.771,18928.8,0,1
65.044,94.15,159.194,14556.6,1,1
99.244,75.466,174.71,-13051,1,0
63.883,39.961,103.844,-7804.21,1,0
40.834,87.058,127.892,18572.1,0,1
67.321,26.407,93.728,-12047.3,1,0
41.725,62.137,103.862,6660.27,1,1
86.149,63.667,149.816,-10581.4,1,0
56.332,72.73,129.062,6648.74,1,1
61.534,23.041,84.575,-10227.6,1,0
65.782,66.493,132.275,295.459,1,1
46.585,58.654,105.239,3990.23,1,1
70.093,76.294,146.387,2851.77,1,1
58.42,18.019,76.439,-9701.9,1,0
45.802,45.055,90.857,-213.22,1,0
29.791,39.817,69.608,2192.49,1,1
88.156,52.003,140.159,-15919,1,0
91.135,87.4,178.535,-2094.9,1,0
84.646,55.018,139.664,-12999.8,1,0
84.529,82.648,167.177,-987.905,1,0
42.076,51.85,93.926,2884.08,1,1
99.055,40.978,140.033,-25549.6,1,0
71.164,85.204,156.368,6897.07,1,1
94.645,84.664,179.309,-5622.46,1,0
25.102,56.179,81.281,7935.57,0,1
97.714,80.884,178.598,-9443.01,1,0
79.84,11.467,91.307,-19612.8,1,0
96.706,49.933,146.639,-21547.4,1,0
77.77,55.126,132.896,-9453.99,1,0
25.12,80.74,105.86,18497.5,0,1
57.358,12.079,69.437,-9877.29,1,0
20.557,45.514,66.071,5180.28,0,1
21.259,11.692,32.951,-990.363,1,0
90.082,95.905,185.987,3402.35,1,1
23.878,74.611,98.489,15697.4,0,1
78.553,55.954,134.507,-9549.57,1,0
83.629,77.608,161.237,-3049.88,1,0
54.1,21.961,76.061,-7679.7,1,0
29.98,15.913,45.893,-2028.14,1,0
96.634,12.25,108.884,-28865.2,1,0
62.092,61.516,123.608,-223.676,1,0
83.134,41.932,125.066,-16188.5,1,0
62.983,79.84,142.823,7563.6,1,1
49.033,40.753,89.786,-2335.55,1,0
92.134,64.162,156.296,-13734.8,1,0
78.661,49.492,128.153,-11743.6,1,0
33.409,89.218,122.627,21500.1,0,1
52.174,44.668,96.842,-2283.61,1,0
58.078,42.256,100.334,-4987.23,1,0
40.573,71.956,112.529,11094.5,0,1
74.035,19.126,93.161,-16070.4,1,0
85.087,57.673,142.76,-12295,1,0
53.902,96.355,150.257,20039.8,0,1
69.634,41.05,110.684,-9939.34,1,0
12.277,33.436,45.713,3038.68,0,1
43.3,31.537,74.837,-2765.57,1,0
84.952,26.434,111.386,-20477.2,1,0
63.478,47.944,111.422,-5437.56,1,0
63.442,69.679,133.121,2608.39,1,1
45.865,55.585,101.45,3097.91,1,1
33.841,24.535,58.376,-1706.66,1,0
62.245,24.427,86.672,-10297.4,1,0
70.921,14.428,85.349,-15147.6,1,0
59.095,86.176,145.271,12359.3,1,1
13.852,56.845,70.697,9548.8,0,1
25.3,77.896,103.196,17051.6,0,1
65.971,67.555,133.526,664.463,1,1
92.737,77.05,169.787,-8367.47,1,0
63.919,62.371,126.29,-614.172,1,0
18.1,66.196,84.296,12737,0,1
52.984,18.577,71.561,-7735.23,1,0
87.733,37.936,125.669,-19659.9,1,0
35.011,18.379,53.39,-2789.68,1,0
43.048,88.462,131.51,18762.8,0,1
78.067,46.09,124.157,-12472.7,1,0
11.215,69.076,80.291,14595,0,1
27.793,63.46,91.253,10225,0,1
83.503,88.714,172.217,2819.34,1,1
35.056,99.775,134.831,27413.9,0,1
42.058,38.917,80.975,-799.04,1,0
56.62,57.367,113.987,267.501,1,1
73.981,79.759,153.74,2790.71,1,1
24.922,66.718,91.64,12032.9,0,1
56.809,46.009,102.818,-3488.53,1,0
86.257,32.086,118.343,-20140,1,0
12.205,39.241,51.446,4369.62,0,1
40.663,57.115,97.778,5053.7,1,1
34.354,32.842,67.196,-319.187,1,0
65.494,34.57,100.064,-9721.28,1,0
78.472,10.729,89.201,-18983.8,1,0
70.66,79.687,150.347,4263.71,1,1
69.814,88.453,158.267,9267.51,1,1
10.324,20.485,30.809,983.476,0,1
44.344,92.548,136.892,20730.6,0,1
77.428,43.57,120.998,-12870.3,1,0
88.633,34.048,122.681,-21037.8,1,0
90.937,62.614,153.551,-13662.9,1,0
13.816,73.036,86.852,16158.4,0,1
86.5,27.793,114.293,-21079.5,1,0
76.213,72.766,148.979,-1613.3,1,0
49.879,78.427,128.306,11507.3,1,1
69.175,80.542,149.717,5346.47,1,1
92.71,93.529,186.239,479.186,1,1
70.561,58.204,128.765,-4998.74,1,0
28.108,49.033,77.141,5071.08,0,1
26.11,55.936,82.046,7687.8,0,1
85.897,53.092,138.989,-14324.2,1,0
11.566,86.221,97.787,22934.5,0,1
63.577,45.91,109.487,-6076.8,1,0
78.769,41.014,119.783,-14207.6,1,0
79.48,34.579,114.059,-16089.2,1,0
32.23,37.594,69.824,1176.64,1,1
87.193,36.046,123.239,-19802.4,1,0
67.798,73.702,141.5,2624.54,1,1
53.848,44.011,97.859,-3024.22,1,0
13.636,60.895,74.531,11065.5,0,1
79.606,39.979,119.585,-14887.4,1,0
98.614,72.316,170.93,-14121.8,1,0
33.517,69.175,102.692,11503.9,0,1
87.697,18.793,106.49,-23051.7,1,0
18.208,13.807,32.015,-442.644,1,0
31.897,94.105,126.002,24624.8,0,1
56.899,33.463,90.362,-6653.03,1,0
47.494,77.644,125.138,11852.9,1,1
36.541,83.44,119.981,17677.7,0,1
75.826,73.198,149.024,-1230.36,1,0
18.019,98.065,116.084,29191.9,0,1
67.96,62.38,130.34,-2284.87,1,0
91.279,35.758,127.037,-22158.3,1,0
93.25,12.295,105.545,-26843,1,0
36.937,96.886,133.823,25203.6,0,1
63.199,16.552,79.751,-11687.2,1,0
36.874,28.981,65.855,-1632.98,1,0
78.868,27.559,106.427,-17155.2,1,0
88.156,33.733,121.889,-20840,1,0
93.52,63.532,157.052,-14795.9,1,0
37.54,82.585,120.125,16999.3,0,1
24.814,51.607,76.421,6432.56,0,1
16.057,62.308,78.365,11386.6,0,1
29.26,99.766,129.026,28579.4,0,1
12.916,62.254,75.17,11651.3,0,1
72.964,20.935,93.899,-15348.2,1,0
27.487,40.924,68.411,2887.87,1,1
73.324,18.775,92.099,-15783.1,1,0
33.85,66.574,100.424,10324.1,0,1
78.238,60.796,139.034,-7618.46,1,0
30.637,41.437,72.074,2445.41,1,1
67.348,24.679,92.027,-12336.1,1,0
60.418,13.384,73.802,-10905.1,1,0
99.406,15.742,115.148,-30265.3,1,0
37.126,92.926,130.052,22798.2,0,1
69.283,31.834,101.117,-11896.4,1,0
75.511,84.097,159.608,4305.22,1,1
73.45,48.736,122.186,-9486.68,1,0
13.573,59.878,73.451,10685,0,1
48.511,16.498,65.009,-6538.07,1,0
22.132,78.643,100.775,17891,0,1
27.433,96.796,124.229,27070.8,0,1
19.576,57.925,77.501,9337.08,0,1
15.571,43.426,58.997,5162.77,0,1
81.676,83.809,165.485,1108.92,1,1
61.39,12.313,73.703,-11363.5,1,0
82.423,28.738,111.161,-18748,1,0
84.16,10.009,94.169,-21936.9,1,0
89.299,83.566,172.865,-3113.43,1,0
15.76,83.593,99.353,21172.5,0,1
76.492,42.211,118.703,-12783.9,1,0
15.427,19.171,34.598,406.946,1,1
83.476,46.045,129.521,-15230.8,1,0
25.084,87.049,112.133,21828.8,0,1
63.091,30.763,93.854,-9531.94,1,0
60.715,42.4,103.115,-5933.06,1,0
99.406,45.325,144.731,-24589.9,1,0
39.196,76.15,115.346,13391,0,1
93.25,11.935,105.185,-26870.4,1,0
76.753,42.094,118.847,-12940.6,1,0
85.744,38.143,123.887,-18526.4,1,0
44.407,35.335,79.742,-2272.69,1,0
24.058,28.567,52.625,745.456,1,1
92.521,70.525,163.046,-11266.9,1,0
12.133,65.449,77.582,12994.8,0,1
54.118,45.793,99.911,-2613.05,1,0
97.66,26.713,124.373,-27721.1,1,0
22.141,48.304,70.445,5790.12,0,1
62.767,94.393,157.16,15614.8,1,1
35.353,83.026,118.379,17729.5,0,1
25.156,53.245,78.401,6918.43,0,1
25.426,24.562,49.988,-135.684,1,0
88.57,54.622,143.192,-15271.5,1,0
57.889,81.82,139.709,10503.5,1,1
56.557,34.642,91.199,-6278.87,1,0
81.091,99.478,180.569,10430.5,1,1
29.953,25.498,55.451,-776.081,1,0
91.981,44.011,135.992,-20494.3,1,0
11.242,84.502,95.744,22035.8,0,1
14.536,70.543,85.079,14969.8,0,1
49.951,25.822,75.773,-5743.86,1,0
73.513,14.779,88.292,-16291.5,1,0
42.544,52.822,95.366,3079.3,1,1
53.083,62.479,115.562,3411.21,1,1
47.215,45.613,92.828,-467.188,1,0
45.505,62.371,107.876,5715.93,1,1
88.858,28.108,116.966,-22323.2,1,0
44.101,77.428,121.529,12724.1,0,1
72.73,91.99,164.72,9966.73,1,1
26.416,86.464,112.88,21294.4,0,1
83.8,97.507,181.307,7807.41,1,1
85.942,13.762,99.704,-22608.9,1,0
80.182,45.091,125.273,-13810.3,1,0
14.941,48.592,63.533,6716.56,0,1
29.602,76.654,106.256,15706.6,0,1
19.135,36.721,55.856,3085.93,0,1
92.476,49.816,142.292,-19070,1,0
41.509,92.188,133.697,21286.3,0,1
92.638,51.76,144.398,-18543.9,1,0
54.667,39.853,94.52,-4398.92,1,0
87.373,57.349,144.722,-13650.6,1,0
92.224,76.231,168.455,-8463.77,1,0
75.457,93.502,168.959,9578.29,1,1
20.827,15.355,36.182,-621.997,1,0
85.492,37.252,122.744,-18601.9,1,0
91.819,69.301,161.12,-11398,1,0
91.927,44.929,136.856,-20206.6,1,0
40.231,72.109,112.34,11250.6,0,1
80.029,45.172,125.201,-13710.3,1,0
20.701,66.799,87.5,12671.8,0,1
21.826,87.013,108.839,22289.2,0,1
93.52,14.311,107.831,-26832.9,1,0
36.829,35.029,71.858,-406.347,1,0
96.499,86.644,183.143,-5670.18,1,0
43.966,18.343,62.309,-5015.69,1,0
26.497,31.339,57.836,879.778,1,1
32.86,75.898,108.758,14704.9,0,1
97.579,98.317,195.896,454.184,1,1
69.4,75.574,144.974,2811.94,1,1
70.84,22.06,92.9,-14236.6,1,0
12.826,62.668,75.494,11821.1,0,1
48.529,94.762,143.291,20812.3,0,1
64.765,78.76,143.525,6310.3,1,1
34.039,44.794,78.833,2663.6,1,1
23.941,11.917,35.858,-1354.52,1,0
11.593,92.935,104.528,26711.4,0,1
88.93,62.29,151.22,-12655.9,1,0
97.246,82.927,180.173,-8104.99,1,0
54.487,60.922,115.409,2333.13,1,1
36.739,88.453,125.192,20339.2,0,1
36.433,53.245,89.678,4736.47,1,1
19.801,59.293,79.094,9813.02,0,1
86.311,74.548,160.859,-5944.47,1,0
24.778,22.879,47.657,-284.316,1,0
50.122,85.618,135.74,15136.9,0,1
34.939,20.125,55.064,-2562.65,1,0
15.454,73.477,88.931,16210.8,0,1
72.055,37.396,109.451,-11917.5,1,0
19.405,96.094,115.499,27826.7,0,1
72.19,33.346,105.536,-12878.8,1,0
65.179,40.96,106.139,-8075.72,1,0
26.29,21.277,47.567,-749.123,1,0
60.418,80.704,141.122,8993.75,1,1
94.213,14.905,109.118,-27187.1,1,0
98.794,88.12,186.914,-6267.85,1,0
93.367,92.395,185.762,-567.248,1,0
41.365,70.336,111.701,10166.5,0,1
18.856,84.844,103.7,21497.8,0,1
12.052,33.634,45.686,3097.6,0,1
97.723,52.174,149.897,-21449.7,1,0
76.429,89.839,166.268,7004.66,1,1
29.467,49.051,78.518,4830.82,1,1
63.316,91.522,154.838,13720.5,1,1
76.447,72.721,149.168,-1746.1,1,0
54.793,15.814,70.607,-8646.26,1,0
63.244,19.972,83.216,-11312.6,1,0
13.942,46.702,60.644,6241.39,0,1
31.258,64.36,95.618,9943.6,0,1
84.574,82.639,167.213,-1016.48,1,0
69.265,50.545,119.81,-7046.1,1,0
70.759,29.8,100.559,-12939.6,1,0
42.94,69.301,112.241,9295.3,1,1
57.304,51.805,109.109,-1884.93,1,0
54.145,59.356,113.501,1858.11,1,1
42.607,19.045,61.652,-4563.62,1,0
68.707,76.204,144.911,3413.02,1,1
98.884,88.174,187.058,-6293.84,1,0
25.264,29.368,54.632,704.376,1,1
79.705,58.879,138.584,-9067.11,1,0
59.257,34.498,93.755,-7292.52,1,0
31.861,22.501,54.362,-1598.53,1,0
11.638,35.803,47.441,3601.56,0,1
26.371,32.896,59.267,1214.91,1,1
57.331,10.954,68.285,-9948.96,1,0
15.535,83.773,99.308,21289.3,0,1
51.499,43.471,94.97,-2395.21,1,0
13.573,51.607,65.18,7788.18,0,1
12.772,60.886,73.658,11133.7,0,1
93.412,24.085,117.497,-25590.5,1,0
77.41,93.196,170.606,8460.89,1,1
33.13,46.117,79.247,3233.27,1,1
69.4,32.014,101.414,-11911.2,1,0
34.3,51.832,86.132,4744.01,1,1
51.382,71.173,122.555,7619.89,1,1
67.888,67.816,135.704,-30.6955,1,0
62.839,89.749,152.588,12899.8,1,1
80.317,64.477,144.794,-7205.36,1,0
25.561,63.865,89.426,10761.1,0,1
54.55,72.892,127.442,7343.6,1,1
31.987,60.085,92.072,8127.42,0,1
56.665,73.486,130.151,6877.79,1,1
60.724,27.415,88.139,-9223.16,1,0
82.261,63.496,145.757,-8592.66,1,0
45.469,42.85,88.319,-726.674,1,0
77.59,22.879,100.469,-17268.6,1,0
36.046,10.72,46.766,-3720.89,1,0
26.173,95.446,121.619,26467.6,0,1
89.911,50.473,140.384,-17393.3,1,0
14.455,98.461,112.916,29800,0,1
21.646,72.343,93.989,14969.6,0,1
66.277,74.485,140.762,3629.72,1,1
62.092,13.771,75.863,-11516.4,1,0
96.13,44.821,140.951,-22720.2,1,0
67.636,50.68,118.316,-6302.56,1,0
74.89,89.623,164.513,7614.5,1,1
67.942,88.723,156.665,10227.9,1,1
30.277,28.666,58.943,-298.317,1,0
16.138,69.706,85.844,14446.6,0,1
82.171,18.775,100.946,-20104.9,1,0
12.556,26.929,39.485,1782.91,0,1
88.831,38.602,127.433,-20108.8,1,0
84.817,15.004,99.821,-21893.1,1,0
91.225,41.896,133.121,-20630,1,0
55.477,95.68,151.157,19091.3,0,1
40.366,34.291,74.657,-1424.84,1,0
68.023,63.811,131.834,-1744.48,1,0
65.944,87.283,153.227,10272.1,1,1
67.582,62.074,129.656,-2243.55,1,0
32.113,92.386,124.499,23574.3,0,1
12.763,97.003,109.766,29049.3,0,1
49.177,70.705,119.882,8107.88,1,1
52.894,69.454,122.348,6365.13,1,1
89.371,26.209,115.58,-22934.5,1,0
39.169,38.71,77.879,-112.301,1,0
34.984,41.725,76.709,1624.5,1,1
22.807,80.983,103.79,18969.2,0,1
37.504,97.633,135.137,25527.5,0,1
85.987,28.729,114.716,-20635.3,1,0
39.529,98.632,138.161,25653.4,0,1
24.409,37.063,61.472,2443.74,1,1
32.923,49.6,82.523,4323.57,1,1
90.883,88.867,179.75,-1138.44,1,0
36.883,25.633,62.516,-2209.5,1,0
18.118,26.164,44.282,1119.33,1,1
18.028,20.881,38.909,348.74,1,1
80.335,57.205,137.54,-9994.35,1,0
48.754,33.238,81.992,-3996.7,1,0
83.836,95.293,179.129,6447.43,1,1
49.447,80.173,129.62,12512,1,1
34.012,41.599,75.611,1802.21,1,1
79.066,13.987,93.053,-19024.8,1,0
22.591,16.57,39.161,-740.751,1,0
11.62,98.578,110.198,30104.6,0,1
92.467,98.326,190.793,3511.85,1,1
64.387,74.044,138.431,4199.77,1,1
